UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long
LARCENY-FROM VEHICLE,203150237,11/10/2020,2265 MARIETTA BLVD NW,201,,C,33.818639,-84.449244
LARCENY-FROM VEHICLE,203150272,11/10/2020,3378 GREENBRIAR PKWY SW,413,,P,33.681714,-84.500916
LARCENY-FROM VEHICLE,203150300,11/10/2020,1480 CHATTAHOOCHEE AVE NW,103,Hills Park,D,33.808069,-84.435574
LARCENY-FROM VEHICLE,203150316,11/10/2020,3560 PIEDMONT RD NE,208,Buckhead Forest,B,33.851042,-84.37941
AGG ASSAULT,203150322,11/10/2020,165 RALPH DAVID ABERNATHY BLVD SW,303,Mechanicsville,V,33.737211,-84.393157
LARCENY-FROM VEHICLE,203150324,11/10/2020,1123 VICTORY DR SW,306,Sylvan Hills,X,33.706905,-84.425042
LARCENY-FROM VEHICLE,203150326,11/10/2020,7410 IVY CHASE WAY NE,209,North Buckhead,B,33.85609,-84.379534
AUTO THEFT,203150337,11/10/2020,1850 WALTHALL DR NW,205,Collier Hills,C,33.805554,-84.403088
LARCENY-FROM VEHICLE,203150341,11/10/2020,549 PEACHTREE ST NE,509,Downtown,M,33.769539,-84.384861
AUTO THEFT,203150349,11/10/2020,551 HASCALL RD NW,207,Loring Heights,E,33.796919,-84.405832
AUTO THEFT,203150357,11/10/2020,1423 MILL ACRES DR SW,409,Cascade Heights,I,33.716682,-84.471222
LARCENY-FROM VEHICLE,203150384,11/10/2020,1320 WILLOW PL SE,612,,,33.726195,-84.335985
LARCENY-FROM VEHICLE,203150407,11/10/2020,752 PEARCE ST SW,301,Adair Park,V,33.729161,-84.412301
LARCENY-FROM VEHICLE,203150488,11/10/2020,1659 MAY AVE SE,612,East Atlanta,W,33.738696,-84.333478
LARCENY-FROM VEHICLE,203150495,11/10/2020,3458 KINGSBORO RD NE,210,Buckhead Heights,B,33.850465,-84.3583
LARCENY-NON VEHICLE,203150508,11/10/2020,170 17TH ST NW,501,Atlantic Station,E,33.791373,-84.392294
LARCENY-FROM VEHICLE,203150555,11/10/2020,300 TED TURNER DR NW,508,Downtown,M,33.762632,-84.389613
ROBBERY,203150576,11/10/2020,132 JOSEPH E. LOWERY BLVD NW,105,Washington Park,K,33.758674,-84.417779
LARCENY-NON VEHICLE,203150615,11/10/2020,2902 RIVERMEADE DR NW,201,Paces,A,33.834026,-84.453488
LARCENY-NON VEHICLE,203150619,11/10/2020,365 CLEVELAND AVE SE,312,Rosedale Heights,Z,33.679456,-84.378929
AGG ASSAULT,203150643,11/10/2020,2760 GREENBRIAR PKWY SW,411,Greenbriar,R,33.688136,-84.489134
AUTO THEFT,203150663,11/10/2020,1082 ROSEDALE DR NE,601,Virginia Highland,F,33.780003,-84.351966
AUTO THEFT,203150685,11/10/2020,2400 PARKLAND DR NE,211,Lindbergh/Morosgo,B,33.81993,-84.36587
LARCENY-NON VEHICLE,203150705,11/10/2020,1240 W PEACHTREE ST NW,502,Midtown,E,33.788675,-84.388598
BURGLARY,203151802,11/10/2020,499 NORTHSIDE CIR NW,207,Loring Heights,E,33.797913,-84.405776
LARCENY-FROM VEHICLE,203141685,11/9/2020,930 HOWELL MILL RD NW,501,Home Park,E,33.780238,-84.411193
LARCENY-FROM VEHICLE,203141687,11/9/2020,1025 HOWELL MILL RD NW,501,Home Park,E,33.782806,-84.411234
LARCENY-FROM VEHICLE,203141698,11/9/2020,1000 MARIETTA ST NW,504,Marietta Street Artery,E,33.778635,-84.410372
AUTO THEFT,203141718,11/9/2020,2637 PEACHTREE RD,206,Peachtree Heights East,B,33.826672,-84.386935
LARCENY-FROM VEHICLE,203141723,11/9/2020,112 KROG ST NE,602,Inman Park,N,33.756303,-84.364899
AUTO THEFT,203141739,11/9/2020,178 MOURY AVE SE,305,The Villages at Carver,Y,33.712876,-84.391025
ROBBERY,203141769,11/9/2020,3041 LANDRUM DR SW,409,Southwest,R,33.707919,-84.487125
LARCENY-FROM VEHICLE,203141776,11/9/2020,60 ANDREW YOUNG INTERNATIONAL BLVD NE,509,Downtown,M,33.759878,-84.385791
LARCENY-FROM VEHICLE,203140978,11/9/2020,210 PETERS ST SW,507,Castleberry Hill,M,33.748749,-84.399629
LARCENY-NON VEHICLE,203141000,11/9/2020,2451 DONALD LEE HOLLOWELL PKWY NW,109,Center Hill,J,33.777246,-84.464894
LARCENY-FROM VEHICLE,203141011,11/9/2020,159 MURRAY HILL AVE NE,610,Kirkwood,O,33.756899,-84.315805
AUTO THEFT,203141025,11/9/2020,1254 DEFOOR PL NW,103,Underwood Hills,D,33.801266,-84.422793
LARCENY-FROM VEHICLE,203141031,11/9/2020,740 MARIETTA ST NW,504,Marietta Street Artery,E,33.772574,-84.40261
LARCENY-NON VEHICLE,203141042,11/9/2020,LAKEWOOD AVE & ARTHUR B. LANGFORD JR. PKWY,310,Polar Rock,Z,33.698503,-84.393166
LARCENY-NON VEHICLE,203141071,11/9/2020,1159 MORELAND AVE SE,607,Woodland Hills,W,33.72256,-84.349871
LARCENY-FROM VEHICLE,203140923,11/9/2020,683 CASCADE AVE SW,404,Westview,T,33.736843,-84.436447
LARCENY-FROM VEHICLE,203140926,11/9/2020,341 MARIETTA ST NW,508,Downtown,M,33.76241,-84.396761
LARCENY-NON VEHICLE,203140928,11/9/2020,2525 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.824018,-84.365306
LARCENY-FROM VEHICLE,203140938,11/9/2020,740 MARIETTA ST NW,504,Marietta Street Artery,E,33.772574,-84.40261
LARCENY-NON VEHICLE,203140950,11/9/2020,3467 BENJAMIN E MAYS DR SW,407,Mays,H,33.738817,-84.501752
LARCENY-NON VEHICLE,203140958,11/9/2020,2525 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.824018,-84.365306
LARCENY-FROM VEHICLE,203140961,11/9/2020,401 W PEACHTREE ST NW,504,Downtown,M,33.765198,-84.387178
AUTO THEFT,203141384,11/9/2020,2510 SPRINGDALE RD SW,309,Perkerson,X,33.686154,-84.414825
LARCENY-NON VEHICLE,203141406,11/9/2020,675 PONCE DE LEON AVE NE,603,Old Fourth Ward,M,33.772597,-84.365541
LARCENY-NON VEHICLE,203141428,11/9/2020,3215 CUSHMAN CIR SW,406,,I,33.749528,-84.493049
LARCENY-NON VEHICLE,203141460,11/9/2020,830 WILLOUGHBY WAY NE,603,Old Fourth Ward,M,33.764666,-84.360489
LARCENY-NON VEHICLE,203141467,11/9/2020,1165 RALPH DAVID ABERNATHY BLVD SW,401,West End,T,33.739061,-84.425767
LARCENY-FROM VEHICLE,203141478,11/9/2020,1275 CAROLINE ST NE,609,Edgewood,O,33.757264,-84.346543
LARCENY-FROM VEHICLE,203141613,11/9/2020,2011 BOLTON RD NW,103,Riverside,D,33.810462,-84.476858
ROBBERY,203141654,11/9/2020,68 WALTON ST NW,508,Downtown,M,33.756358,-84.390878
LARCENY-NON VEHICLE,203141160,11/9/2020,1294 PIEDMONT AVE NE,502,Ansley Park,E,33.790227,-84.37578
LARCENY-FROM VEHICLE,203141163,11/9/2020,2255 PEACHTREE RD NE,211,Buckhead Village,B,33.839652,-84.379528
BURGLARY,203141200,11/9/2020,40 PEACHTREE VALLEY RD NE,207,,E,33.811343,-84.389468
LARCENY-FROM VEHICLE,203141211,11/9/2020,1038 W PEACHTREE ST NW,503,Midtown,E,33.783043,-84.388146
LARCENY-NON VEHICLE,203141212,11/9/2020,747 RALPH MCGILL BLVD NE,603,Old Fourth Ward,M,33.765675,-84.361665
LARCENY-FROM VEHICLE,203141293,11/9/2020,634 WHITEHALL ST SW,303,Adair Park,V,33.741831,-84.408567
LARCENY-NON VEHICLE,203141310,11/9/2020,71 HOWARD ST SE,610,Kirkwood,O,33.750516,-84.324128
LARCENY-NON VEHICLE,203141222,11/9/2020,1380 ATLANTIC DR,501,Atlantic Station,E,33.792637,-84.397758
LARCENY-NON VEHICLE,203141233,11/9/2020,808 MARIETTA ST NW,504,Marietta Street Artery,E,33.774332,-84.40629
LARCENY-FROM VEHICLE,203141257,11/9/2020,333 NELSON ST SW,507,Castleberry Hill,M,33.751702,-84.398724
LARCENY-FROM VEHICLE,203141259,11/9/2020,3368 PEACHTREE RD NE,208,North Buckhead,B,33.848304,-84.367471
BURGLARY,203140779,11/9/2020,3635 E PACES CIR,210,Ridgedale Park,B,33.849439,-84.352884
LARCENY-FROM VEHICLE,203140803,11/9/2020,186 AUBURN AVE NE,510,Downtown,M,33.755795,-84.381597
LARCENY-NON VEHICLE,203140868,11/9/2020,1449 FUNSTON ST SE,607,Benteen Park,W,33.714746,-84.365603
LARCENY-FROM VEHICLE,203140880,11/9/2020,826 MARIETTA ST NW,504,Marietta Street Artery,E,33.774793,-84.406699
LARCENY-FROM VEHICLE,203140884,11/9/2020,97 10TH ST NW,503,Midtown,E,33.782012,-84.390355
AUTO THEFT,203140894,11/9/2020,425 DARTMOUTH DR SW,407,Baker Hills,H,33.758862,-84.5163
LARCENY-FROM VEHICLE,203140917,11/9/2020,1181 BOOKER AVE SW,302,Pittsburgh,V,33.722524,-84.397875
LARCENY-FROM VEHICLE,203130370,11/9/2020,110 E ANDREWS DR NW,206,South Tuxedo Park,B,33.842806,-84.382764
LARCENY-NON VEHICLE,203131602,11/9/2020,465 SAWTELL AVE SE,307,Lakewood Heights,Y,33.70722,-84.370962
AGG ASSAULT,203131692,11/9/2020,445 WESTMEATH DR SW,404,Westview,T,33.743116,-84.44625
AGG ASSAULT,203140323,11/9/2020,34 BREVARD AVE SW,310,Browns Mill Park,Z,33.684984,-84.389911
AUTO THEFT,203140355,11/9/2020,710 PEACHTREE ST NE,505,Midtown,E,33.774111,-84.384958
BURGLARY,203140364,11/9/2020,125 RUMSON RD NE,206,Garden Hills,B,33.830789,-84.383393
LARCENY-FROM VEHICLE,203140382,11/9/2020,888 JUNIPER ST NE,505,Midtown,E,33.778677,-84.383486
LARCENY-NON VEHICLE,203140397,11/9/2020,855 PEACHTREE ST NE,505,Midtown,E,33.778087,-84.383897
BURGLARY,203140412,11/9/2020,95 PEYTON RD SW,405,Harland Terrace,I,33.750342,-84.469209
LARCENY-FROM VEHICLE,203140420,11/9/2020,1276 LYLE PL NW,501,Home Park,E,33.789633,-84.39533
LARCENY-NON VEHICLE,203140450,11/9/2020,1940 FISHER RD SE,607,Custer/McDonough/Guice,W,33.71371,-84.359358
ROBBERY,203140599,11/9/2020,1120 RALPH DAVID ABERNATHY BLVD SW,402,West End,T,33.737982,-84.424529
LARCENY-NON VEHICLE,203140660,11/9/2020,3408 M.L.K. JR DR SW,407,Adamsville,H,33.754793,-84.499493
LARCENY-FROM VEHICLE,203140666,11/9/2020,1050 PARK ROW N,305,Boulevard Heights,W,33.725683,-84.368232
LARCENY-NON VEHICLE,203140671,11/9/2020,210 PEACHTREE ST NW,508,Downtown,M,33.759447,-84.388797
LARCENY-FROM VEHICLE,203140672,11/9/2020,554 NORTH AVENUE NW,506,English Avenue,L,33.769677,-84.405653
LARCENY-NON VEHICLE,203140708,11/9/2020,950 WEST MARIETTA ST NW,106,Knight Park/Howell Station,K,33.782501,-84.418908
LARCENY-FROM VEHICLE,203140739,11/9/2020,1700 NORTHSIDE DR NW,207,Berkeley Park,D,33.800936,-84.409141
AUTO THEFT,203131879,11/9/2020,420 GRIFFIN ST NW,506,English Avenue,L,33.766109,-84.411398
LARCENY-FROM VEHICLE,203131899,11/9/2020,12 W PEACHTREE PL NW,508,Downtown,M,33.763933,-84.388091
ROBBERY,203131907,11/9/2020,240 TONI PL SE,310,Browns Mill Park,Z,33.687553,-84.381526
LARCENY-FROM VEHICLE,203140006,11/9/2020,893 PEACHTREE ST NE,505,Midtown,E,33.77904,-84.384122
LARCENY-FROM VEHICLE,203140018,11/9/2020,60 E ANDREWS DR NW,206,South Tuxedo Park,B,33.843299,-84.381197
AUTO THEFT,203140031,11/9/2020,3802 ROSWELL RD NE,209,East Chastain Park,B,33.858393,-84.381413
LARCENY-FROM VEHICLE,203140068,11/9/2020,12TH ST NE & PEACHTREE ST NE,503,Midtown,E,33.78431,-84.383072
LARCENY-FROM VEHICLE,203140081,11/9/2020,343 PETERS ST SW,507,Castleberry Hill,M,33.745528,-84.404196
LARCENY-FROM VEHICLE,203140089,11/9/2020,2625 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.827401,-84.365706
LARCENY-FROM VEHICLE,203140114,11/9/2020,43 JESSE HILL JR DR NE,510,Downtown,M,33.755812,-84.380088
AUTO THEFT,203140129,11/9/2020,336 JOSEPH E. LOWERY BLVD NW,106,Bankhead,K,33.763878,-84.417882
AUTO THEFT,203140133,11/9/2020,950 MARIETTA ST NW,504,Marietta Street Artery,E,33.776877,-84.408214
LARCENY-NON VEHICLE,203140176,11/9/2020,500 NORTHSIDE CIR NW,207,Loring Heights,E,33.800646,-84.401668
ROBBERY,203140186,11/9/2020,795 POLLARD BLVD SW,304,Summerhill,V,33.732997,-84.391286
LARCENY-FROM VEHICLE,203140188,11/9/2020,1041 WHITE ST SW,401,West End,T,33.732214,-84.421187
LARCENY-FROM VEHICLE,203140195,11/9/2020,101 ANDREW YOUNG INTERNATIONAL BLVD NW,508,Downtown,M,33.759941,-84.391023
LARCENY-FROM VEHICLE,203140208,11/9/2020,135 AUBURN AVE NE,510,Downtown,M,33.755414,-84.383163
LARCENY-FROM VEHICLE,203140242,11/9/2020,3558 INGLEDALE DR SW,412,Heritage Valley,P,33.704863,-84.502985
AGG ASSAULT,203140251,11/9/2020,4035 SOUTHWOOD CIR,412,Ben Hill Terrace,P,33.69587,-84.520458
AUTO THEFT,203140257,11/9/2020,372 MORELAND AVE NE,602,Inman Park,N,33.764644,-84.349522
LARCENY-FROM VEHICLE,203140260,11/9/2020,888 JUNIPER ST NE,505,Midtown,E,33.778677,-84.383486
LARCENY-FROM VEHICLE,203140261,11/9/2020,3762 PORTSMOUTH WAY,413,,P,33.682071,-84.50987
LARCENY-FROM VEHICLE,203110997,11/9/2020,1160 SELLS AVE SW,104,West End,T,33.745058,-84.425575
LARCENY-FROM VEHICLE,203121563,11/9/2020,190 MARIETTA ST NW,507,Downtown,M,33.757747,-84.394869
LARCENY-FROM VEHICLE,203121477,11/9/2020,530 EAST PACES FERRY RD NE,206,Buckhead Village,B,33.839006,-84.37122
AGG ASSAULT,203130434,11/9/2020,620 AMAL DR SW,307,Amal Heights,Y,33.709065,-84.398624
LARCENY-FROM VEHICLE,203100322,11/9/2020,3443 KINGSBORO RD NE,210,Buckhead Heights,B,33.84954,-84.357409
LARCENY-NON VEHICLE,203080829,11/9/2020,850 OAK ST SW,401,West End,T,33.738872,-84.415368
AUTO THEFT,202770213,11/9/2020,491 FLAT SHOALS AVE SE,612,East Atlanta,W,33.740553,-84.346322
LARCENY-FROM VEHICLE,203101450,11/8/2020,358 SCHOEN ST SE,307,Lakewood Heights,Y,33.704687,-84.375089
LARCENY-FROM VEHICLE,203130435,11/8/2020,2297 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.817511,-84.351473
LARCENY-FROM VEHICLE,203130438,11/8/2020,293 ANDREW J HAIRSTON BLVD NW,102,Vine City,L,33.762626,-84.413758
LARCENY-FROM VEHICLE,203130460,11/8/2020,107 DOGWOOD DR NW,112,Collier Heights,I,33.780925,-84.494993
AGG ASSAULT,203130471,11/8/2020,35 14TH ST NE,503,Midtown,E,33.786206,-84.386442
LARCENY-FROM VEHICLE,203130475,11/8/2020,365 NORTH AVENUE NE,603,Old Fourth Ward,M,33.770836,-84.374943
LARCENY-FROM VEHICLE,203130519,11/8/2020,1856 BAYBERRY DR SW,408,Venetian Hills,S,33.715696,-84.448381
AUTO THEFT,203130532,11/8/2020,3540 N CAMP CREEK PKWY,411,Greenbriar,R,33.674188,-84.497734
LARCENY-FROM VEHICLE,203130556,11/8/2020,999 PEACHTREE ST NE,503,Midtown,E,33.78107,-84.383638
LARCENY-FROM VEHICLE,203130568,11/8/2020,234 RICHARDSON RD NW,105,West Lake,J,33.761472,-84.444158
LARCENY-FROM VEHICLE,203130612,11/8/2020,360 MARIETTA ST NW,507,Downtown,M,33.763165,-84.397321
LARCENY-FROM VEHICLE,203130627,11/8/2020,1994 BENT CREEK WAY SW,410,Campbellton Road,R,33.700806,-84.46636
LARCENY-FROM VEHICLE,203130647,11/8/2020,87 WALTON ST NW,508,Downtown,M,33.756946,-84.391164
BURGLARY,203130668,11/8/2020,1197 OAKLAND LN SW,403,Oakland City,S,33.719675,-84.426609
LARCENY-NON VEHICLE,203130701,11/8/2020,3730 CARMIA DR SW,414,Princeton Lakes,P,33.656301,-84.510719
AUTO THEFT,203130750,11/8/2020,866 W PEACHTREE ST NW,505,Midtown,E,33.778243,-84.38829
LARCENY-FROM VEHICLE,203130751,11/8/2020,1247 JOSEPH E. BOONE BLVD NW,106,Bankhead,K,33.763677,-84.428686
BURGLARY,203130754,11/8/2020,402 SAWTELL AVE SE,307,Lakewood Heights,Y,33.707619,-84.375674
LARCENY-FROM VEHICLE,203130783,11/8/2020,3178 PARC CT SW,409,Southwest,R,33.699669,-84.495967
LARCENY-FROM VEHICLE,203130795,11/8/2020,930 HOWELL MILL RD NW,501,Home Park,E,33.780238,-84.411193
LARCENY-FROM VEHICLE,203130831,11/8/2020,3535 NORTHSIDE PKWY NW,202,Randall Mill,A,33.850602,-84.429145
LARCENY-FROM VEHICLE,203130834,11/8/2020,241 PINE ST NE,603,Old Fourth Ward,M,33.767284,-84.380401
BURGLARY,203130842,11/8/2020,190 ARCADIA CIR NW,105,Hunter Hills,K,33.759983,-84.425575
BURGLARY,203130866,11/8/2020,3200 LENOX RD NE,210,Pine Hills,B,33.842736,-84.358806
LARCENY-FROM VEHICLE,203130908,11/8/2020,2470 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.822301,-84.35211
LARCENY-NON VEHICLE,203130929,11/8/2020,1455 ELLSWORTH INDUSTRIAL BLVD NW,103,Blandtown,D,33.795853,-84.425637
LARCENY-FROM VEHICLE,203130945,11/8/2020,74 NORTHSIDE DR NW,507,Castleberry Hill,M,33.752684,-84.402572
LARCENY-NON VEHICLE,203130952,11/8/2020,659 AUBURN AVE NE,604,Old Fourth Ward,M,33.756653,-84.366272
ROBBERY,203130963,11/8/2020,1500 MCLENDON AVE NE,608,Candler Park,N,33.764986,-84.338482
AUTO THEFT,203131024,11/8/2020,1738 MACARTHUR BLVD NW,103,Bolton,D,33.813289,-84.444877
LARCENY-NON VEHICLE,203131045,11/8/2020,2399 PARKLAND DR NE,211,Lindbergh/Morosgo,B,33.819556,-84.363878
LARCENY-FROM VEHICLE,203131046,11/8/2020,297 CANDLER RD SE,611,East Lake,O,33.744535,-84.291096
LARCENY-FROM VEHICLE,203131070,11/8/2020,3201 CAINS HILL PL NW,206,South Tuxedo Park,B,33.841922,-84.380037
AUTO THEFT,203131138,11/8/2020,1020 SPRING ST NW,503,Midtown,E,33.782444,-84.389809
AGG ASSAULT,203131172,11/8/2020,305 CENTENNIAL OLYMPIC PARK DR NW,508,Downtown,M,33.762894,-84.3918
LARCENY-FROM VEHICLE,203131202,11/8/2020,260 18TH ST NW,501,Atlantic Station,E,33.792202,-84.396828
BURGLARY,203131205,11/8/2020,62 HARWELL RD NW,111,,I,33.753405,-84.49311
AUTO THEFT,203131290,11/8/2020,659 AUBURN AVE NE,604,Old Fourth Ward,M,33.756653,-84.366272
LARCENY-FROM VEHICLE,203131336,11/8/2020,110 E ANDREWS DR NW,206,South Tuxedo Park,B,33.842806,-84.382764
LARCENY-NON VEHICLE,203131346,11/8/2020,3391 PEACHTREE RD NE,210,Lenox,B,33.848428,-84.365196
BURGLARY,203131350,11/8/2020,370 NORTHSIDE DR NW,506,English Avenue,L,33.765081,-84.40472
LARCENY-NON VEHICLE,203131365,11/8/2020,3256 SAVILLE ST SW,414,Princeton Lakes,P,33.66403,-84.517119
LARCENY-NON VEHICLE,203131371,11/8/2020,3131 CAMPBELLTON RD SW,409,Southwest,R,33.692766,-84.492172
LARCENY-FROM VEHICLE,203131377,11/8/2020,60 ANDREW YOUNG INTERNATIONAL BLVD NE,509,Downtown,M,33.759878,-84.385791
AUTO THEFT,203131391,11/8/2020,1190 LOGAN CIR NW,204,Underwood Hills,D,33.806724,-84.431161
AGG ASSAULT,203131470,11/8/2020,2434 MEADOW PARK DR SW,310,Browns Mill Park,Z,33.688483,-84.391225
LARCENY-FROM VEHICLE,203131485,11/8/2020,3232 PEACHTREE RD,208,Buckhead Forest,B,33.844393,-84.374165
AUTO THEFT,203131498,11/8/2020,2525 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.824018,-84.365306
LARCENY-NON VEHICLE,203131543,11/8/2020,371 BOULEVARD NE,603,Old Fourth Ward,M,33.76454,-84.371558
AGG ASSAULT,203131548,11/8/2020,893 BEECHER ST SW,401,West End,T,33.733619,-84.417041
BURGLARY,203121761,11/8/2020,456 HOOPER ST SE,611,East Lake,O,33.740044,-84.290891
LARCENY-FROM VEHICLE,203111754,11/8/2020,21 BELL ST NE,510,Downtown,M,33.755051,-84.379113
BURGLARY,203121897,11/8/2020,616 MEMORIAL DR SE,606,Cabbagetown,N,33.746898,-84.367287
AUTO THEFT,203121930,11/8/2020,330 W PEACHTREE ST NW,508,Downtown,M,33.763525,-84.387017
AUTO THEFT,203121957,11/8/2020,250 PIEDMONT AVE NE,509,Downtown,M,33.761575,-84.382419
LARCENY-FROM VEHICLE,203121999,11/8/2020,207 PEACHTREE CENTER AVE NE,509,Downtown,M,33.760454,-84.385764
AUTO THEFT,203122022,11/8/2020,87 RANDOLPH ST NE,604,Old Fourth Ward,M,33.756709,-84.367739
AUTO THEFT,203122113,11/8/2020,3789 ROSWELL RD NE,209,North Buckhead,B,33.858295,-84.380694
AUTO THEFT,203130018,11/8/2020,3465 NORTHSIDE PKWY NW,202,Randall Mill,A,33.849581,-84.429637
AGG ASSAULT,203130019,11/8/2020,647 JETT ST NW,506,English Avenue,L,33.767397,-84.408628
AUTO THEFT,203130136,11/8/2020,346 HOOPER ST SE,611,East Lake,O,33.743113,-84.29233
LARCENY-FROM VEHICLE,203130155,11/8/2020,3273 ROSWELL RD NW,208,Buckhead Forest,B,33.844487,-84.379065
LARCENY-FROM VEHICLE,203130203,11/8/2020,3132 DELMAR LN NW,111,,I,33.755559,-84.489954
AUTO THEFT,203130217,11/8/2020,4377 KIMBALL RD SW,413,Elmco Estates,P,33.689126,-84.531086
LARCENY-NON VEHICLE,203130221,11/8/2020,1242 GLENWOOD AVE SE,612,East Atlanta,W,33.740353,-84.346872
LARCENY-FROM VEHICLE,203130240,11/8/2020,12 W PEACHTREE PL NW,508,Downtown,M,33.763933,-84.388091
LARCENY-FROM VEHICLE,203130272,11/8/2020,3077 E SHADOWLAWN AVE NE,206,Buckhead Village,B,33.838706,-84.373857
LARCENY-FROM VEHICLE,203130275,11/8/2020,487 TODD ST SE,604,Sweet Auburn,M,33.75169,-84.371586
AGG ASSAULT,203130291,11/8/2020,494 W LAKE AVE NW,107,Grove Park,J,33.768976,-84.441697
AGG ASSAULT,203130300,11/8/2020,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.803135,-84.411604
ROBBERY,203130308,11/8/2020,1345 PIEDMONT AVE NE,502,,E,33.790468,-84.373619
LARCENY-FROM VEHICLE,203130314,11/8/2020,40 PEACHTREE AVE NE,206,Garden Hills,B,33.835171,-84.378333
AGG ASSAULT,203130319,11/8/2020,1760 NORTHSIDE DR NW,205,Channing Valley,C,33.804143,-84.408895
AUTO THEFT,203130320,11/8/2020,226 COURTLAND ST NE,509,Downtown,M,33.760581,-84.384655
AUTO THEFT,203130326,11/8/2020,487 TODD ST SE,604,Sweet Auburn,M,33.75169,-84.371586
LARCENY-FROM VEHICLE,203130330,11/8/2020,3224 PEACHTREE RD NE,208,Buckhead Forest,B,33.842632,-84.37377
AUTO THEFT,203130360,11/8/2020,634 WHITEHALL ST SW,303,Adair Park,V,33.741831,-84.408567
LARCENY-FROM VEHICLE,203130361,11/8/2020,764 MIAMI CIR NE,211,Lindbergh/Morosgo,B,33.8313,-84.362401
LARCENY-NON VEHICLE,203131693,11/8/2020,1040 MAYSON TURNER RD NW,105,Washington Park,K,33.761458,-84.420652
AUTO THEFT,203131719,11/8/2020,860 PEACHTREE ST NE,505,Midtown,E,33.778315,-84.385199
ROBBERY,203131614,11/8/2020,411 PARKWAY DR NE,603,Old Fourth Ward,M,33.765587,-84.373057
BURGLARY,203131644,11/8/2020,330 BROWNLEE RD SW,406,,I,33.747291,-84.495343
LARCENY-FROM VEHICLE,203130376,11/8/2020,36 JOHN PORTMAN BLVD NE,509,Downtown,M,33.76105,-84.386207
LARCENY-FROM VEHICLE,203130398,11/8/2020,600 PHIPPS BLVD NE,209,North Buckhead,B,33.853516,-84.365353
LARCENY-FROM VEHICLE,203121797,11/8/2020,CHARLES ALLEN DR NE & 10TH ST NE,502,Midtown,E,33.781773,-84.3728
AUTO THEFT,203121828,11/8/2020,80 JESSE HILL JR DR SE,510,Downtown,M,33.751785,-84.382007
LARCENY-FROM VEHICLE,203131797,11/8/2020,4TH ST NE & PEACHTREE ST NE,505,Midtown,E,33.774911,-84.384648
ROBBERY,203131832,11/8/2020,499 ANSLEY CT NE,613,Piedmont Heights,F,33.800965,-84.370851
LARCENY-FROM VEHICLE,203131851,11/8/2020,60 ANDREW YOUNG INTERNATIONAL BLVD NE,509,Downtown,M,33.759878,-84.385791
AGG ASSAULT,203121874,11/7/2020,3146 REEVES CIR NW,111,,I,33.754407,-84.488553
LARCENY-FROM VEHICLE,203111838,11/7/2020,720 VICTORIA PL SW,401,West End,T,33.735158,-84.416425
AUTO THEFT,203121784,11/7/2020,1001 NORTHSIDE DR NW,501,Home Park,E,33.781883,-84.407171
LARCENY-FROM VEHICLE,203121790,11/7/2020,711 MIAMI CIR NE,211,Lindbergh/Morosgo,B,33.829201,-84.363945
AGG ASSAULT,203121498,11/7/2020,201 MOURY AVE SE,305,The Villages at Carver,Y,33.71595,-84.391615
LARCENY-FROM VEHICLE,203121503,11/7/2020,2813 PEACHTREE RD,206,Garden Hills,B,33.83169,-84.384987
AUTO THEFT,203121565,11/7/2020,3755 CARMIA DR SW,414,Princeton Lakes,P,33.655914,-84.508455
LARCENY-FROM VEHICLE,203121670,11/7/2020,250 PHARR RD NE,206,Buckhead Village,B,33.837338,-84.378555
AUTO THEFT,203121726,11/7/2020,1084 HOWELL MILL RD NW,501,Home Park,E,33.784768,-84.413245
LARCENY-FROM VEHICLE,203121734,11/7/2020,90 M.L.K. JR DR SW,512,Downtown,M,33.750399,-84.389491
HOMICIDE,203110236,11/7/2020,257 TRINITY AVE SW,512,Downtown,M,33.750785,-84.396315
LARCENY-FROM VEHICLE,203112046,11/7/2020,318 CHEROKEE AVE SE,605,Grant Park,W,33.746231,-84.37318
LARCENY-FROM VEHICLE,203112156,11/7/2020,294 WALKER ST SW,507,Castleberry Hill,M,33.746737,-84.403134
LARCENY-FROM VEHICLE,203120077,11/7/2020,1001 NORTHSIDE DR NW,501,Home Park,E,33.781883,-84.407171
LARCENY-FROM VEHICLE,203120107,11/7/2020,560 PEACHTREE ST NE,509,Downtown,M,33.769964,-84.385487
LARCENY-FROM VEHICLE,203120108,11/7/2020,310 TRENHOLM ST SW,507,Castleberry Hill,M,33.746313,-84.404701
LARCENY-FROM VEHICLE,203120114,11/7/2020,925 HIGHLAND VIEW NE,601,Virginia Highland,F,33.778978,-84.357142
LARCENY-FROM VEHICLE,203120125,11/7/2020,49 BOULEVARD NE,604,Old Fourth Ward,M,33.753819,-84.371733
LARCENY-FROM VEHICLE,203120127,11/7/2020,214 JOHN WESLEY DOBBS AVE NE,510,Downtown,M,33.755713,-84.380415
